,Unnamed: 0,Author,Comments,Date,Ratings,Reviews,Title
6,6,Robert,Was this review helpful to you?, October 8 2017,4.0 out of 5 stars,"For the money - these are very good little flashlights. Slightly bulky to carry in a pants pocket. Easy to carry in a purse, pack, coat pocket, or car. I use these with the mini butterball 14500 batteries. The total cost for the flashlights, batteries, and charger is about $20 for two. I like the strobe mode for use as an emergency signal. My only ""beef"" with the flashlight industry in general is the black color. Seriously? The point of a flashlight is to improve visibility in the darkness. Try finding a jet black flashlight during a power outage! Flashlights should be neon yellow or orange. I don't care what they look like. I want something I can easily find and use. Please stop making black colored flashlights or provide options.",Nice Little Light - Good Value
7,7,Thomas R Fox,Was this review helpful to you?, October 8 2017,5.0 out of 5 stars,It was just as described,Five Stars
8,8,Amazon Customer,Was this review helpful to you?, October 8 2017,5.0 out of 5 stars,"Bought them because who wouldn't want to have a tactical flash light for about $7? My friends and I laughed that we all had one for the same reason lol Until I had to use it during Hurricane Maria in Puerto Rico, it is a really good product.",Tactical... Why not?
9,9,"D,G.G.",Was this review helpful to you?, October 8 2017,5.0 out of 5 stars,All six flashlights worked perfectly out of the box and allows us to have quality flashlights in multiple rooms around the house. They are easy to use and provide sufficient light despite their small form factor.,They are easy to use and provide sufficient light despite their small ...
0,0,Tabitha,Was this review helpful to you?, October 8 2017,5.0 out of 5 stars,"These are very sturdy, durable flashlights. They are also decently bright with two different light settings. Would definitely recommend.",Great!
1,1,Edward F. Powers,Was this review helpful to you?, October 6 2017,5.0 out of 5 stars,Small but very bright. Bought four and keep in various places around house!,Small but very bright.
2,2,Customer,Was this review helpful to you?, October 6 2017,5.0 out of 5 stars,These are great,Five Stars
3,3,Cogito ErgOsUm,Was this review helpful to you?, October 6 2017,2.0 out of 5 stars,"So I was hoping for a durable metal flashlight that had better than average candle power. What I got was essentially a $3 flashlight with a metal casing.
First impressions were it was alittle lighter than I imagined.
The light was not even that bright. I dug out a $1.99 Harbor Freight LED flashlight and compared the 2 on my basement wall. The H Freight one out shined the Rockbird one easily. Not terrible enough to junk or return, a small metal casing flashlight could come in handy.

But when I need a bright light, I wont be reaching for this","Besides metal casing, lower quality than Harbor Freight $2 LED flashlights"
4,4,Luis Rodriguez,4 people found this helpful. Was this review helpful to you?, October 5 2017,1.0 out of 5 stars,Pure crap! They end up in garbage can two days after arrival. Very low quality.,Crap!
5,5,just joe,One person found this helpful. Was this review helpful to you?, October 5 2017,5.0 out of 5 stars,I donated these to people that needed them in Texas for the hurricane. I am sure they are getting used,I donated these to people that needed them in Texas ...
6,6,SilentMira,Was this review helpful to you?, October 4 2017,5.0 out of 5 stars,Very bright and efficient. Easy to use.,"Bright, efficient, easy to use."
7,7,Tiffany Best,Was this review helpful to you?, October 4 2017,5.0 out of 5 stars,Awesome little flashlights. Super powerful and bright. Would recommend.,Super powerful and bright.
8,8,Amazon Customer,Was this review helpful to you?, October 4 2017,5.0 out of 5 stars,Good light at cheap price,Five Stars
9,9,Sean L. Merritt,Was this review helpful to you?, October 3 2017,5.0 out of 5 stars,Very good lights use them to look into computers and copiers. Came in real handy during the tropical storm..,Very good lights
0,0,Scot S.,Was this review helpful to you?, October 3 2017,5.0 out of 5 stars,Super bright light in a small package.,Five Stars
1,1,Mar Quise,One person found this helpful. Was this review helpful to you?, October 3 2017,4.0 out of 5 stars,"These are extremely tiny, they fit in the palm of my tiny lady hands but they are powerful and work great....I just want people to know because the picture can be deceiving. I would still recommend these as I use them alot.",Good but TINY
2,2,William Van Nostrand,Was this review helpful to you?, October 2 2017,4.0 out of 5 stars,Overall a very useful light. However be aware that it chews up AA batteries. Battery life is frankly awful.,Overall a very useful light. However be aware that it chews up ...
3,3,Kathy w,Was this review helpful to you?, October 2 2017,5.0 out of 5 stars,"Powerful little handheld flashlights and extremely useful to have! They come in handy and I have them in several rooms, my car and tucked away where I would need them inthe dark. Easy to carry, they are unobtrusive so make it very easy to stash them.",Powerful little handheld flashlights and extremely useful to have
4,4,Amazon Customer,Was this review helpful to you?, October 2 2017,4.0 out of 5 stars,"Good little lites! A bit cheaply made, however, you can't beat the price!",Four Stars
5,5,Kasa R. Reid,Was this review helpful to you?, October 1 2017,5.0 out of 5 stars,Theses are very nice soon buy some more,Five Stars
6,6,jaybird38,Was this review helpful to you?, October 1 2017,5.0 out of 5 stars,Great deal on a 4 pack. Light works good.,Five Stars
7,7,K. Nakagawa,Was this review helpful to you?, October 1 2017,5.0 out of 5 stars,Great deal and very small and compact. Easily fits in a pocket or car glove box. Extremely bright!,Five Stars
8,8,GottaBlast,Was this review helpful to you?, October 1 2017,4.0 out of 5 stars,They work great and it only takes one battery but it is nothing special,Four Stars
9,9,John W.,Was this review helpful to you?, September 30 2017,4.0 out of 5 stars,Nice value! Decent flashlights.,Four Stars
0,0,Ed De Simone,Was this review helpful to you?, September 29 2017,5.0 out of 5 stars,"Well made, really inexpensive",Five Stars
1,1,Matthew Thomas,Was this review helpful to you?, September 29 2017,4.0 out of 5 stars,Great deal,Great deal
2,2,Lee Wilson,Was this review helpful to you?, September 28 2017,5.0 out of 5 stars,Good product; sweet deal($); quick delivery.,Good product; sweet deal($)
3,3,K. Larson,Was this review helpful to you?, September 28 2017,5.0 out of 5 stars,Very well made aluminum lights for a great price.,Five Stars
4,4,rent M.,Was this review helpful to you?, September 27 2017,5.0 out of 5 stars,Excellent quality.,Good buy.
5,5,Dennis Donlon,Was this review helpful to you?, September 27 2017,5.0 out of 5 stars,Excellent flashlight and a very good value.,Five Stars
6,6,Richard B.,Was this review helpful to you?, September 27 2017,5.0 out of 5 stars,"Arrived in perfect condition, on time. Each one works great. Very happy. Have them scattered around the house.",Works great.
7,7,Richard Warner,Was this review helpful to you?, September 27 2017,5.0 out of 5 stars,Great flash light,Rock solid flashlight
8,8,Steelman,Was this review helpful to you?, September 27 2017,4.0 out of 5 stars,"Very solidly made. Very bright and the beam is easily changed from concentrated to broad by sliding the lens. Runs on one AA battery which is easy to change. The LED is easily changed as well if needed. There were two in the package. The main problem is that there are three modes: bright, dim and bright strobe and you need to cycle thru all of them to get to the one you want. Every time you turn it on. It does not stay on the last mode used.",Solidly made
9,9,Kevin Acharya,Was this review helpful to you?, September 27 2017,5.0 out of 5 stars,"Best of the best, use regular AA battery, just one battery. Similar flashlight I had in the past use 3.7v battery. Pain in the neck to get one. So I discarded. This one is the best. I am giving it as a gift to many people. Thanks for designing with common sense battery.",Best of the best
0,0,ShoreD,Was this review helpful to you?, September 27 2017,2.0 out of 5 stars,I use the flashlight with a 14500 battery. The flashlight works well - however one of the 2 flashlights has failed - I guess you get what you pay for,One of 2 has failed
1,1,Peggy Lankford,Was this review helpful to you?, September 26 2017,5.0 out of 5 stars,"These are very nice, sturdy little flashlights, and it's hard to beat the price. They might not be as bright as other flashlights, but they certainly put out enough light for my needs.",Good Deal!
2,2,Troy Phillips,Was this review helpful to you?, September 26 2017,3.0 out of 5 stars,these are decent lights for the price but are not 300 lumens more like 100. compared it to a 125 lumens I already have and its not even as bright,not bad but not 300 lumens
3,3,Chyral,Was this review helpful to you?, September 26 2017,5.0 out of 5 stars,Great for the kids camping trips. Light is bright!,Five Stars
4,4,ubbleteacrz,Was this review helpful to you?, September 26 2017,4.0 out of 5 stars,Bright light! Happy with it.,Happy with it
5,5,ED CARLISLE,Was this review helpful to you?, September 26 2017,5.0 out of 5 stars,"Great for suitcases, cars, etc., while traveling; we now have 5 of them for our travels.",Five Stars
